Date,US_sm63,UK_sm63,JP_sm63,DE_sm63,IT_sm63
2023-06-30,3.8485714285714288,4.378344444444444,0.4558730158730159,2.4574603174603173,4.157777777777778
2023-07-03,3.8574603174603177,4.388722222222222,0.4597619047619047,2.460952380952381,4.158412698412699
2023-07-04,3.8666666666666667,4.3988047619047626,0.46336507936507937,2.464444444444444,4.160000000000001
2023-07-05,3.8758730158730157,4.409755555555555,0.4675079365079365,2.4682539682539684,4.1611111111111105
2023-07-06,3.884761904761905,4.418273015873016,0.470968253968254,2.4707936507936505,4.1611111111111105
2023-07-07,3.894444444444445,4.4268238095238095,0.47488888888888886,2.474285714285714,4.161904761904761
2023-07-10,3.902539682539682,4.431812698412698,0.4785714285714286,2.4760317460317456,4.160634920634921
2023-07-11,3.9087301587301586,4.433911111111112,0.4828095238095238,2.4757142857142855,4.157301587301587
2023-07-12,3.9168650793650794,4.436741269841269,0.4862063492063492,2.4771428571428573,4.155714285714286
2023-07-13,3.925753968253968,4.440526984126984,0.4897301587301587,2.4807936507936508,4.156825396825398
2023-07-14,3.934642857142857,4.445020238095238,0.49341269841269836,2.485238095238095,4.1592063492063485
2023-07-17,3.942738095238095,4.450182142857144,0.496984126984127,2.489523809523809,4.1617460317460315
2023-07-18,3.949563492063492,4.454675793650794,0.5007936507936508,2.493333333333333,4.165238095238096
2023-07-19,3.9559126984126984,4.457082142857143,0.504063492063492,2.4944444444444445,4.166190476190477
2023-07-20,3.9635317460317463,4.46018373015873,0.5073650793650794,2.497301587301587,4.167460317460318
2023-07-21,3.9707936507936505,4.463088492063492,0.5108730158730158,2.4992063492063497,4.167460317460317
2023-07-24,3.979365079365079,4.467166269841269,0.5142698412698413,2.5025396825396826,4.169841269841269
2023-07-25,3.988095238095238,4.472150396825397,0.517936507936508,2.506984126984127,4.174444444444443
2023-07-26,3.9966666666666666,4.474477380952381,0.5215873015873016,2.510952380952381,4.179047619047619
2023-07-27,4.003333333333334,4.474302777777778,0.5253174603174604,2.513333333333333,4.183650793650793
2023-07-28,4.010634920634921,4.476112301587302,0.5296349206349206,2.516031746031746,4.188730158730158
2023-07-31,4.0193650793650795,4.476218650793651,0.534,2.518253968253968,4.193492063492063
2023-08-01,4.026984126984127,4.474771031746032,0.5389047619047619,2.521111111111111,4.200952380952381
2023-08-02,4.0355952380952385,4.471137698412699,0.544047619047619,2.522380952380953,4.205238095238095
2023-08-03,4.044960317460317,4.471088492063492,0.5491746031746032,2.5266666666666664,4.2128571428571435
2023-08-04,4.054484126984127,4.470725000000001,0.5544126984126984,2.5312698412698413,4.22111111111111
2023-08-07,4.063531746031746,4.470096428571429,0.5597460317460317,2.5353968253968255,4.227936507936508
2023-08-08,4.073214285714286,4.4685170634920635,0.5654285714285714,2.540952380952381,4.2352380952380955
2023-08-09,4.085436507936508,4.467526587301586,0.5718253968253969,2.5476190476190474,4.2450793650793655
2023-08-10,4.096071428571428,4.465255158730159,0.5776666666666667,2.5536507936507937,4.2555555555555555
2023-08-11,4.109404761904762,4.4645503968253974,0.5831428571428572,2.5615873015873016,4.266984126984127
2023-08-14,4.120674603174603,4.463305952380952,0.5887460317460317,2.567777777777778,4.277301587301587
2023-08-15,4.1333730158730155,4.462325,0.5941269841269842,2.5752380952380953,4.28936507936508
2023-08-16,4.144960317460318,4.463675793650793,0.5999365079365079,2.583015873015873,4.301587301587301
2023-08-17,4.155833333333333,4.463686904761905,0.606031746031746,2.589523809523809,4.311269841269842
2023-08-18,4.167579365079365,4.464526587301587,0.6121904761904763,2.596031746031746,4.321746031746032
2023-08-21,4.179642857142857,4.463355158730159,0.6179206349206349,2.6017460317460315,4.331269841269841
2023-08-22,4.190277777777778,4.462698015873015,0.6235714285714286,2.6063492063492064,4.34
2023-08-23,4.201547619047619,4.461104365079366,0.628904761904762,2.6101587301587306,4.348888888888889
2023-08-24,4.214087301587302,4.460091666666666,0.6344126984126983,2.6142857142857148,4.357460317460317
