Date,IT_DE_spread_bp_sm63,ES_DE_spread_bp_sm63,FR_DE_spread_bp_sm63
2003-10-01,13.206349206349207,1.411111111111114,2.349206349206354
2003-10-02,13.190476190476193,1.3206349206349233,2.3333333333333375
2003-10-03,13.142857142857144,1.35873015873016,2.333333333333337
2003-10-06,13.079365079365079,1.3920634920634931,2.333333333333337
2003-10-07,13.015873015873016,1.249206349206349,2.3492063492063524
2003-10-08,12.952380952380954,1.2460317460317476,2.349206349206354
2003-10-09,12.904761904761907,1.1777777777777791,2.3650793650793696
2003-10-10,12.873015873015873,1.1269841269841283,2.3968253968254007
2003-10-13,12.825396825396828,0.9809523809523815,2.412698412698416
2003-10-14,12.77777777777778,0.8603174603174614,2.3809523809523836
2003-10-15,12.74603174603175,0.8317460317460347,2.3809523809523836
2003-10-16,12.698412698412701,0.8412698412698445,2.3968253968254003
2003-10-17,12.66666666666667,0.8619047619047635,2.460317460317463
2003-10-20,12.650793650793656,0.8111111111111127,2.4444444444444473
2003-10-21,12.650793650793654,0.7396825396825414,2.42857142857143
2003-10-22,12.634920634920638,0.7269841269841301,2.5079365079365092
2003-10-23,12.650793650793654,0.8968253968253989,2.5555555555555562
2003-10-24,12.66666666666667,0.855555555555558,2.5555555555555545
2003-10-27,12.66666666666667,0.8968253968253989,2.5555555555555545
2003-10-28,12.650793650793654,0.7428571428571443,2.5714285714285703
2003-10-29,12.650793650793654,0.7174603174603188,2.603174603174601
2003-10-30,12.682539682539687,0.7666666666666688,2.619047619047617
2003-10-31,12.698412698412701,0.7746031746031767,2.6507936507936476
2003-11-03,12.714285714285719,0.7920634920634942,2.682539682539679
2003-11-04,12.714285714285717,0.8158730158730176,2.6984126984126946
2003-11-05,12.714285714285717,0.7428571428571442,2.603174603174599
2003-11-06,12.714285714285714,0.6587301587301587,2.571428571428566
2003-11-07,12.714285714285715,0.5650793650793648,2.4603174603174542
2003-11-10,12.6984126984127,0.5412698412698401,2.349206349206343
2003-11-11,12.679894179894182,0.4211640211640199,2.264550264550259
2003-11-12,12.674603174603176,0.35555555555555307,2.165079365079358
2003-11-13,12.666666666666666,0.2571428571428556,2.0984126984126914
2003-11-14,12.650793650793652,0.18412698412698358,2.0190476190476123
2003-11-17,12.634920634920636,0.23650793650793653,1.9873015873015814
2003-11-18,12.608465608465613,0.2835978835978848,1.9238095238095192
2003-11-19,12.587301587301587,0.1603174603174617,1.8682539682539636
2003-11-20,12.571428571428573,0.0015873015873035272,1.8206349206349155
2003-11-21,12.555555555555557,-0.09682539682539533,1.788888888888883
2003-11-24,12.523809523809526,-0.003174603174601415,1.741269841269835
2003-11-25,12.492063492063494,-0.0825396825396805,1.693650793650787
2003-11-26,12.476190476190476,-0.0476190476190466,1.6301587301587233
2003-11-27,12.46031746031746,0.009523809523812704,1.6142857142857092
2003-11-28,12.444444444444445,0.06190476190476566,1.5666666666666613
2003-12-01,12.444444444444443,0.07142857142857413,1.566666666666661
2003-12-02,12.444444444444443,0.004761904761907762,1.5190476190476145
2003-12-03,12.444444444444443,-0.08888888888888614,1.4714285714285666
2003-12-04,12.460317460317459,-0.2571428571428542,1.4238095238095185
2003-12-05,12.476190476190473,-0.3380952380952354,1.3603174603174553
2003-12-08,12.476190476190473,-0.23015873015872806,1.3285714285714225
2003-12-09,12.460317460317459,-0.33174603174602973,1.2809523809523746
2003-12-10,12.460317460317459,-0.3841269841269827,1.2333333333333263
2003-12-11,12.460317460317457,-0.4507936507936491,1.1857142857142786
2003-12-12,12.460317460317455,-0.4857142857142844,1.1380952380952292
2003-12-15,12.460317460317455,-0.4412698412698392,1.1063492063491966
2003-12-16,12.507936507936503,-0.36666666666666364,1.1222222222222136
2003-12-17,12.539682539682536,-0.28888888888888525,1.0904761904761837
2003-12-18,12.555555555555552,-0.20158730158729843,1.090476190476184
2003-12-19,12.571428571428566,-0.1634920634920603,1.1063492063491993
2003-12-22,12.571428571428568,-0.07936507936507627,1.1063492063491978
2003-12-23,12.587301587301582,-0.020634920634917658,1.1063492063491978
2003-12-24,12.587301587301582,0.0444444444444466,1.0904761904761824
2003-12-25,12.6031746031746,0.20000000000000334,1.122222222222215
2003-12-26,12.634920634920631,0.23333333333333653,1.0904761904761824
2003-12-29,12.666666666666663,0.17777777777778217,1.1063492063491993
2003-12-30,12.698412698412694,0.1936507936507991,1.1222222222222165
2003-12-31,12.71428571428571,0.1936507936507991,1.0746031746031683
2004-01-01,12.746031746031745,0.15396825396826028,1.1063492063492009
2004-01-02,12.777777777777779,0.2396825396825464,1.1222222222222162
2004-01-05,12.825396825396824,0.25873015873016475,1.1222222222222151
2004-01-06,12.84126984126984,0.1904761904761963,1.1063492063491993
2004-01-07,12.85714285714286,0.33174603174603823,1.1222222222222165
2004-01-08,12.888888888888891,0.3634920634920707,1.1063492063492009
2004-01-09,12.920634920634923,0.46666666666667306,1.1539682539682488
2004-01-12,12.952380952380953,0.5809523809523861,1.18571428571428
2004-01-13,12.984126984126984,0.7269841269841301,1.2174603174603094
2004-01-14,13.015873015873016,0.8174603174603212,1.2174603174603094
2004-01-15,13.031746031746032,0.9031746031746073,1.2333333333333236
2004-01-16,13.047619047619046,0.9936507936507969,1.2809523809523717
2004-01-19,13.095238095238093,0.9746031746031771,1.2809523809523717
2004-01-20,13.095238095238093,0.8507936507936543,1.2809523809523717
2004-01-21,13.095238095238093,0.998412698412702,1.3285714285714199
2004-01-22,13.095238095238093,1.2095238095238123,1.3603174603174502
2004-01-23,13.253968253968251,1.3539682539682565,1.3761904761904664
2004-01-26,13.444444444444443,1.5174603174603196,1.3444444444444352
2004-01-27,13.587301587301583,1.6301587301587317,1.376190476190467
2004-01-28,13.746031746031745,1.6539682539682559,1.3603174603174522
2004-01-29,13.920634920634917,1.7825396825396835,1.3761904761904684
2004-01-30,14.095238095238091,1.8777777777777795,1.4396825396825328
2004-02-02,14.25396825396825,2.004761904761906,1.5507936507936433
2004-02-03,14.412698412698411,2.1809523809523825,1.630158730158724
2004-02-04,14.587301587301585,2.377777777777779,1.7571428571428511
2004-02-05,14.730158730158728,2.514285714285716,1.8841269841269783
2004-02-06,14.891534391534389,2.66772486772487,2.000529100529094
2004-02-09,15.055555555555554,2.822222222222225,2.131746031746026
2004-02-10,15.22222222222222,2.993650793650796,2.2460317460317407
2004-02-11,15.396825396825394,3.184126984126986,2.3730158730158677
2004-02-12,15.571428571428568,3.2428571428571438,2.484126984126979
2004-02-13,15.645502645502642,3.34973544973545,2.6587301587301524
2004-02-16,15.825396825396824,3.5634920634920637,2.7777777777777706
2004-02-17,15.984126984126982,3.8492063492063493,2.873015873015867
2004-02-18,16.158730158730158,3.957142857142857,2.9999999999999947
2004-02-19,16.333333333333332,3.8476190476190473,3.0476190476190426
2004-02-20,16.492063492063487,3.920634920634921,3.142857142857137
2004-02-23,16.698412698412696,4.0095238095238095,3.285714285714281
2004-02-24,16.873015873015873,4.0587301587301585,3.3968253968253914
2004-02-25,17.03174603174603,4.174603174603174,3.492063492063486
2004-02-26,17.19047619047619,4.345714285714283,3.6126984126984047
2004-02-27,17.253968253968253,4.430158730158729,3.6984126984126893
2004-03-01,17.41269841269841,4.530158730158728,3.777777777777769
2004-03-02,17.571428571428573,4.723809523809521,3.88888888888888
2004-03-03,17.714285714285715,4.876190476190476,4.015873015873009
2004-03-04,17.873015873015873,4.996825396825396,4.111111111111103
2004-03-05,18.047619047619044,5.14126984126984,4.1904761904761845
2004-03-08,18.174603174603174,5.265079365079365,4.301587301587295
2004-03-09,18.317460317460316,5.441269841269841,4.428571428571423
2004-03-10,18.46031746031746,5.585714285714285,4.523809523809518
2004-03-11,18.634920634920636,5.680952380952379,4.650793650793646
2004-03-12,18.761904761904763,5.698412698412697,4.714285714285708
2004-03-15,18.88888888888889,5.761904761904758,4.809523809523801
2004-03-16,19.047619047619044,5.725396825396823,4.857142857142849
2004-03-17,19.206349206349206,5.771428571428568,4.8888888888888795
2004-03-18,19.317460317460313,5.866666666666663,4.920634920634913
2004-03-19,19.46031746031746,6.025396825396822,4.999999999999993
2004-03-22,19.619047619047617,6.125396825396823,5.126984126984119
2004-03-23,19.77777777777778,6.07301587301587,5.190476190476184
2004-03-24,19.92063492063492,6.036507936507933,5.301587301587293
2004-03-25,20.047619047619047,6.039682539682535,5.365079365079358
2004-03-26,20.174603174603174,6.0269841269841224,5.444444444444437
2004-03-29,20.333333333333332,6.106349206349203,5.539682539682532
2004-03-30,20.47619047619047,6.14285714285714,5.603174603174594
2004-03-31,20.61904761904762,6.22222222222222,5.682539682539675
