Date,DE_sm21,IT_sm21,US_sm21,UK_sm21,JP_sm21
2014-03-19,1.594285714285714,3.3766666666666665,2.737142857142857,2.7880142857142856,0.6234523809523809
2014-03-20,1.5942857142857145,3.3704761904761904,2.741904761904762,2.788247619047619,0.6244047619047619
2014-03-21,1.5895238095238096,3.357142857142857,2.7419047619047623,2.785257142857143,0.6253571428571428
2014-03-24,1.583809523809524,3.346190476190477,2.7376190476190474,2.7794714285714286,0.6248809523809524
2014-03-25,1.5804761904761904,3.3390476190476193,2.732857142857143,2.7736666666666667,0.6244047619047619
2014-03-26,1.5776190476190477,3.329523809523809,2.7300000000000004,2.770852380952381,0.6239285714285714
2014-03-27,1.573809523809524,3.316666666666667,2.7261904761904763,2.7651761904761907,0.6229761904761905
2014-03-28,1.5723809523809524,3.3066666666666666,2.7247619047619045,2.760757142857143,0.621547619047619
2014-03-31,1.5714285714285714,3.2952380952380955,2.7247619047619045,2.7610523809523806,0.6205952380952381
2014-04-01,1.5666666666666667,3.2823809523809526,2.7219047619047623,2.7569809523809523,0.6196428571428572
2014-04-02,1.562857142857143,3.27,2.7204761904761905,2.7541,0.6191666666666666
2014-04-03,1.5590476190476192,3.2576190476190474,2.718095238095238,2.7514523809523808,0.6191666666666666
2014-04-04,1.553047619047619,3.2429523809523806,2.7152380952380955,2.7460733333333334,0.6191666666666668
2014-04-07,1.5485714285714287,3.228095238095238,2.7142857142857144,2.7448952380952383,0.6195238095238095
2014-04-08,1.5466666666666664,3.212380952380952,2.7138095238095237,2.7463952380952383,0.6195238095238095
2014-04-09,1.5442857142857143,3.197619047619048,2.7114285714285713,2.7458190476190474,0.6200000000000001
2014-04-10,1.5423809523809524,3.1876190476190476,2.710952380952381,2.7456,0.6195238095238095
2014-04-11,1.5395238095238095,3.1780952380952376,2.7104761904761907,2.744657142857143,0.6192857142857142
2014-04-14,1.5371428571428571,3.1704761904761902,2.709047619047619,2.7425047619047622,0.6188095238095238
2014-04-15,1.533809523809524,3.162857142857143,2.708095238095238,2.740561904761905,0.6178571428571429
2014-04-16,1.5285714285714287,3.1523809523809527,2.703333333333333,2.7389666666666663,0.6178571428571429
2014-04-17,1.520952380952381,3.140952380952381,2.6942857142857144,2.7351428571428573,0.6173809523809524
2014-04-18,1.5133333333333334,3.1319047619047615,2.6847619047619045,2.7305952380952383,0.6159523809523809
2014-04-21,1.509047619047619,3.1261904761904757,2.6795238095238094,2.7285440476190477,0.6142380952380952
2014-04-22,1.5052380952380953,3.1176190476190477,2.6747619047619047,2.7290535714285715,0.6133809523809524
2014-04-23,1.5014285714285716,3.108095238095238,2.6714285714285717,2.7296630952380956,0.6124285714285714
2014-04-24,1.4952380952380953,3.0952380952380953,2.6666666666666665,2.7269202380952384,0.6119523809523809
2014-04-25,1.4923809523809524,3.0852380952380956,2.665238095238095,2.7299535714285716,0.6119523809523809
2014-04-28,1.4904761904761903,3.073333333333333,2.6666666666666665,2.7369011904761904,0.6119523809523809
2014-04-29,1.4852380952380952,3.0623809523809524,2.664761904761905,2.7375678571428574,0.611952380952381
2014-04-30,1.4804761904761905,3.052857142857143,2.66,2.7368297619047617,0.6119523809523809
2014-05-01,1.4719047619047618,3.052857142857143,2.652857142857143,2.7328583333333336,0.6114761904761904
2014-05-02,1.4628571428571429,3.05,2.642857142857143,2.7293059523809524,0.6105238095238095
2014-05-05,1.4545714285714286,3.0513333333333335,2.6338095238095236,2.7262421428571426,0.610047619047619
2014-05-06,1.4457142857142857,3.06,2.623809523809524,2.723272619047619,0.6090952380952381
2014-05-07,1.4376190476190476,3.0657142857142854,2.614761904761905,2.720372619047619,0.6086190476190476
2014-05-08,1.4323809523809523,3.072857142857143,2.6080952380952382,2.719220238095238,0.6076666666666666
2014-05-09,1.427142857142857,3.0738095238095235,2.6004761904761904,2.7173916666666664,0.6062380952380952
2014-05-12,1.4242857142857144,3.0680952380952378,2.593095238095238,2.7167666666666666,0.6045714285714285
2014-05-13,1.419047619047619,3.061428571428571,2.5845238095238097,2.7160380952380954,0.6036190476190476
2014-05-14,1.4114285714285713,3.052380952380952,2.5716666666666668,2.7103333333333333,0.6021904761904762
2014-05-15,1.4061904761904762,3.047142857142857,2.5611904761904762,2.7029714285714284,0.5998095238095238
2014-05-16,1.4014285714285715,3.041904761904762,2.554047619047619,2.6990333333333334,0.5979047619047618
2014-05-19,1.3976190476190475,3.038095238095238,2.551190476190476,2.6987666666666668,0.5969523809523809
2014-05-20,1.3952380952380952,3.0357142857142856,2.5497619047619047,2.6983559523809526,0.5962857142857142
2014-05-21,1.3938095238095238,3.0361904761904763,2.5497619047619047,2.7004464285714285,0.5971428571428572
2014-05-22,1.3904761904761904,3.031428571428571,2.5483333333333333,2.7015940476190474,0.598095238095238
2014-05-23,1.3857142857142857,3.023333333333333,2.5478571428571426,2.7024940476190475,0.5976190476190476
2014-05-26,1.381904761904762,3.0123809523809526,2.547857142857143,2.7025273809523807,0.5971428571428571
2014-05-27,1.379047619047619,3.004285714285714,2.546904761904762,2.700984523809524,0.5966666666666667
2014-05-28,1.3785714285714286,2.997142857142857,2.5488095238095236,2.702741666666667,0.5966666666666667
2014-05-29,1.3795238095238094,2.993333333333333,2.5507142857142857,2.708341666666667,0.5961904761904762
2014-05-30,1.3823809523809525,2.978095238095238,2.5554761904761905,2.7196892857142854,0.5966666666666667
2014-06-02,1.3838095238095238,2.9647619047619047,2.559761904761905,2.7288940476190473,0.5971428571428572
2014-06-03,1.3866666666666667,2.94952380952381,2.5654761904761907,2.738155952380952,0.5971428571428572
2014-06-04,1.388095238095238,2.929047619047619,2.569761904761905,2.7434797619047617,0.5976190476190476
2014-06-05,1.3861904761904764,2.9095238095238094,2.5745238095238094,2.748522619047619,0.5971428571428571
2014-06-06,1.3833333333333333,2.8899999999999997,2.577857142857143,2.7548035714285715,0.5966666666666667
2014-06-09,1.3785714285714286,2.8728571428571428,2.5821428571428573,2.760360714285714,0.5966666666666667
2014-06-10,1.3738095238095238,2.8623809523809522,2.585238095238095,2.7660142857142858,0.5961904761904762
2014-06-11,1.3676190476190477,2.8499999999999996,2.5876190476190475,2.7678142857142856,0.5952380952380952
2014-06-12,1.3633333333333335,2.84,2.591904761904762,2.7728428571428574,0.5942857142857143
2014-06-13,1.3585714285714285,2.8285714285714283,2.596190476190476,2.7786761904761903,0.5938095238095238
2014-06-16,1.3533333333333333,2.817619047619048,2.5985714285714288,2.7842285714285717,0.5933333333333333
2014-06-17,1.3476190476190477,2.810952380952381,2.6004761904761904,2.789366666666667,0.5919047619047619
2014-06-18,1.341904761904762,2.8066666666666666,2.6023809523809525,2.795314285714286,0.5904761904761905
2014-06-19,1.3352380952380953,2.798571428571429,2.604285714285714,2.7984523809523814,0.5880952380952381
2014-06-20,1.3280952380952382,2.7942857142857145,2.6069047619047616,2.8024095238095237,0.5857142857142856
2014-06-23,1.3238095238095238,2.797142857142857,2.6083333333333334,2.8064190476190474,0.5842857142857143
2014-06-24,1.3161904761904761,2.802857142857143,2.6064285714285713,2.8062142857142858,0.5823809523809524
2014-06-25,1.3076190476190477,2.8066666666666666,2.603095238095238,2.8049,0.58
2014-06-26,1.2976190476190477,2.8142857142857145,2.598333333333333,2.8026190476190473,0.5771428571428571
2014-06-27,1.289047619047619,2.817142857142857,2.595952380952381,2.799147619047619,0.5742857142857143
2014-06-30,1.2814285714285714,2.8219047619047624,2.5935714285714284,2.7931190476190477,0.5714285714285714
2014-07-01,1.2738095238095237,2.8247619047619046,2.591190476190476,2.7895761904761907,0.5685714285714285
2014-07-02,1.2638095238095237,2.824285714285714,2.585952380952381,2.7849761904761907,0.5666666666666667
2014-07-03,1.252857142857143,2.8214285714285716,2.5792857142857137,2.779461904761905,0.5638095238095238
2014-07-04,1.2452380952380953,2.820952380952381,2.5726190476190474,2.7728761904761905,0.5614285714285714
2014-07-07,1.2357142857142858,2.8185714285714285,2.565952380952381,2.7640095238095235,0.559404761904762
2014-07-08,1.2285714285714286,2.818095238095238,2.558809523809524,2.757661904761905,0.5575
2014-07-09,1.2204761904761905,2.8166666666666664,2.5535714285714284,2.7497238095238097,0.5555952380952381
2014-07-10,1.2166666666666666,2.8161904761904757,2.5511904761904765,2.7478000000000002,0.5532142857142857
2014-07-11,1.2119047619047618,2.815714285714286,2.5488095238095236,2.7448333333333332,0.5517857142857143
2014-07-14,1.2066666666666666,2.8133333333333335,2.546904761904762,2.7424285714285714,0.5503571428571429
2014-07-15,1.2004761904761905,2.809047619047619,2.544047619047619,2.736761904761905,0.548452380952381
2014-07-16,1.197142857142857,2.8033333333333332,2.5435714285714286,2.7318714285714285,0.5470238095238096
2014-07-17,1.190952380952381,2.7933333333333334,2.5407142857142855,2.7258904761904765,0.5460714285714285
2014-07-18,1.1833333333333331,2.789047619047619,2.5345238095238094,2.7171142857142856,0.5446428571428571
2014-07-21,1.1776190476190476,2.782380952380952,2.5280952380952377,2.7071,0.5427380952380952
2014-07-22,1.1728571428571428,2.779047619047619,2.5214285714285714,2.6999333333333335,0.5403571428571429
2014-07-23,1.1666666666666667,2.7776190476190474,2.517142857142857,2.693342857142857,0.538452380952381
2014-07-24,1.1585714285714286,2.776666666666667,2.5104761904761905,2.6854238095238094,0.5375
2014-07-25,1.1514285714285715,2.7704761904761903,2.505238095238095,2.6773428571428575,0.5355952380952381
2014-07-28,1.1442857142857141,2.7657142857142856,2.5009523809523806,2.6721714285714286,0.5346428571428571
2014-07-29,1.1376190476190475,2.7590476190476187,2.4966666666666666,2.6667809523809525,0.5332142857142858
2014-07-30,1.1295238095238094,2.7523809523809524,2.4904761904761905,2.657038095238095,0.5322619047619048
2014-07-31,1.120952380952381,2.744285714285714,2.4833333333333334,2.6466857142857143,0.5303571428571429
2014-08-01,1.1123809523809522,2.7357142857142858,2.4771428571428573,2.635952380952381,0.5289285714285714
2014-08-04,1.1052380952380954,2.7285714285714286,2.4719047619047623,2.6291857142857147,0.5270238095238096
2014-08-05,1.0980952380952382,2.72,2.467619047619048,2.6213047619047622,0.5247619047619048
2014-08-06,1.0895238095238096,2.7114285714285717,2.465238095238095,2.6133238095238096,0.5233333333333334
2014-08-07,1.081904761904762,2.704285714285714,2.461904761904762,2.606185714285714,0.5233333333333333
2014-08-08,1.0723809523809524,2.6966666666666668,2.4561904761904763,2.5972523809523813,0.5228571428571429
2014-08-11,1.0623809523809524,2.685238095238095,2.451904761904762,2.5873630952380955,0.5214285714285714
2014-08-12,1.0523809523809524,2.672857142857143,2.4466666666666668,2.576134523809524,0.52
2014-08-13,1.0423809523809524,2.660952380952381,2.441904761904762,2.563058333333333,0.5185714285714286
2014-08-14,1.0280952380952382,2.6480952380952383,2.430952380952381,2.5476821428571426,0.5166666666666666
2014-08-15,1.0152380952380953,2.6357142857142857,2.4200000000000004,2.5313535714285713,0.5147619047619048
2014-08-18,1.0033333333333334,2.6195238095238094,2.4144047619047617,2.5185011904761905,0.5128571428571428
2014-08-19,0.9933333333333333,2.6085714285714285,2.4101190476190477,2.5087107142857143,0.5119047619047619
2014-08-20,0.9833333333333333,2.594761904761905,2.4063095238095236,2.4987392857142856,0.5123809523809525
2014-08-21,0.9776190476190477,2.572857142857143,2.404404761904762,2.492482142857143,0.5128571428571428
2014-08-22,0.9719047619047619,2.5438095238095237,2.4058333333333333,2.486125,0.5133333333333334
2014-08-25,0.968095238095238,2.519047619047619,2.4077380952380953,2.4810011904761904,0.5142857142857143
2014-08-26,0.9652380952380953,2.4990476190476194,2.410595238095238,2.4745488095238093,0.5147619047619048
2014-08-27,0.961904761904762,2.4833333333333334,2.4144047619047617,2.4695964285714287,0.5161904761904762
2014-08-28,0.9623809523809524,2.471904761904762,2.419642857142857,2.4669583333333334,0.5185714285714286
2014-08-29,0.9657142857142857,2.4633333333333334,2.4301190476190477,2.466639285714286,0.5214285714285715
2014-09-01,0.9704761904761906,2.456666666666667,2.4425000000000003,2.469896428571429,0.5246428571428572
2014-09-02,0.9723809523809523,2.448095238095238,2.4524999999999997,2.4696059523809524,0.528452380952381
2014-09-03,0.9747619047619047,2.439523809523809,2.4629761904761907,2.4710964285714287,0.5313095238095238
2014-09-04,0.9790476190476189,2.431904761904762,2.4725,2.4741107142857146,0.5336904761904762
2014-09-05,0.9814285714285715,2.4214285714285717,2.4810714285714286,2.476182142857143,0.5346428571428571
2014-09-08,0.9828571428571429,2.4123809523809525,2.4891666666666667,2.476115476190476,0.5355952380952381
2014-09-09,0.9861904761904763,2.409047619047619,2.496309523809524,2.4774047619047614,0.5367857142857143
2014-09-10,0.9895238095238094,2.407142857142857,2.5048809523809523,2.479247619047619,0.5382142857142858
2014-09-11,0.9928571428571428,2.4061904761904764,2.5120238095238094,2.4841714285714285,0.5391666666666668
2014-09-12,0.9971428571428572,2.4057142857142857,2.521547619047619,2.4894,0.5405952380952381
2014-09-15,1.0004761904761903,2.404285714285714,2.5286904761904765,2.493871428571429,0.5420238095238096
2014-09-16,1.0038095238095237,2.4004761904761907,2.5342857142857143,2.496633333333333,0.543452380952381
2014-09-17,1.0023809523809524,2.3923809523809525,2.5342857142857143,2.494790476190476,0.544404761904762
2014-09-18,1.0004761904761905,2.386190476190476,2.5357142857142856,2.489919047619048,0.5439285714285714
2014-09-19,0.9985714285714286,2.3842857142857143,2.5357142857142856,2.486080952380952,0.5434523809523809
2014-09-22,0.9966666666666667,2.388095238095238,2.5342857142857143,2.4821095238095237,0.5425
2014-09-23,0.9933333333333335,2.3904761904761904,2.5285714285714285,2.4757190476190476,0.541547619047619
2014-09-24,0.9890476190476191,2.389047619047619,2.5214285714285714,2.466504761904762,0.5405952380952381
2014-09-25,0.9842857142857143,2.3847619047619046,2.511904761904762,2.4562714285714287,0.5377380952380952
2014-09-26,0.9771428571428571,2.3776190476190475,2.500952380952381,2.444204761904762,0.5344047619047619
2014-09-29,0.968095238095238,2.3709523809523807,2.4826190476190475,2.4273857142857147,0.5310714285714285
2014-09-30,0.9571428571428571,2.3628571428571425,2.464047619047619,2.408733333333333,0.5273809523809524
2014-10-01,0.9428571428571428,2.3619047619047615,2.442619047619048,2.384133333333333,0.5230952380952382
2014-10-02,0.9319047619047619,2.36952380952381,2.421190476190476,2.3631761904761905,0.5197619047619048
2014-10-03,0.9214285714285715,2.3719047619047617,2.401666666666667,2.345080952380952,0.515
2014-10-06,0.9123809523809524,2.382857142857143,2.383095238095238,2.3267238095238096,0.5116666666666666
2014-10-07,0.9057142857142857,2.3890476190476186,2.366904761904762,2.310890476190476,0.5088095238095238
2014-10-08,0.8985714285714286,2.394285714285714,2.353095238095238,2.297471428571429,0.5066666666666667
2014-10-09,0.8938095238095239,2.40047619047619,2.3397619047619047,2.2862142857142858,0.5042857142857142
2014-10-10,0.8895238095238095,2.4076190476190478,2.3288095238095234,2.275495238095238,0.5019047619047619
2014-10-13,0.8847619047619046,2.413333333333333,2.315952380952381,2.263471428571429,0.49952380952380954
2014-10-14,0.8809523809523809,2.4195238095238096,2.306428571428571,2.2532619047619047,0.4961904761904762
2014-10-15,0.8785714285714286,2.4276190476190473,2.297857142857143,2.244819047619048,0.4933333333333333
2014-10-16,0.8761904761904761,2.4357142857142855,2.2930952380952383,2.237909523809524,0.4904761904761904
2014-10-17,0.8728571428571428,2.4366666666666665,2.288809523809524,2.2337857142857143,0.4880952380952381
2014-10-20,0.8690476190476191,2.4414285714285713,2.2845238095238094,2.2288714285714284,0.48464285714285715
2014-10-21,0.8647619047619047,2.4461904761904765,2.2807142857142857,2.2231380952380952,0.48083333333333333
2014-10-22,0.8614285714285714,2.4504761904761905,2.2807142857142857,2.2217238095238097,0.47892857142857137
2014-10-23,0.8576190476190475,2.4523809523809526,2.2826190476190473,2.2219,0.4770238095238095
2014-10-24,0.8538095238095238,2.454761904761905,2.2816666666666667,2.2200333333333333,0.47654761904761905
2014-10-27,0.8514285714285714,2.4561904761904763,2.285,2.2191,0.4746428571428571
2014-10-28,0.8480952380952382,2.4561904761904763,2.2916666666666665,2.2231761904761904,0.4741666666666666
2014-10-29,0.8466666666666667,2.459047619047619,2.299285714285714,2.226728571428571,0.47559523809523807
2014-10-30,0.8485714285714285,2.4557142857142855,2.308809523809524,2.236133333333333,0.47607142857142853
2014-10-31,0.8471428571428571,2.4442857142857144,2.315952380952381,2.240047619047619,0.47559523809523807
2014-11-03,0.8442857142857143,2.435714285714286,2.3216666666666668,2.2375999999999996,0.4760714285714286
2014-11-04,0.8419047619047619,2.4223809523809527,2.3273809523809526,2.2368714285714284,0.4770238095238095
2014-11-05,0.840952380952381,2.413333333333333,2.3335714285714286,2.2360380952380954,0.4770238095238095
2014-11-06,0.838095238095238,2.402857142857143,2.3378571428571426,2.2321333333333335,0.47607142857142853
2014-11-07,0.8314285714285713,2.389047619047619,2.338809523809524,2.224061904761905,0.47511904761904766
2014-11-10,0.8261904761904763,2.3728571428571428,2.3392857142857144,2.2158333333333333,0.47428571428571425
2014-11-11,0.8204761904761905,2.3533333333333335,2.3392857142857144,2.206457142857143,0.47333333333333333
2014-11-12,0.8138095238095238,2.335238095238095,2.3364285714285713,2.1943238095238096,0.4723809523809524
2014-11-13,0.8042857142857143,2.3142857142857145,2.330238095238095,2.1793666666666667,0.47047619047619044
2014-11-14,0.7971428571428573,2.2942857142857145,2.3235714285714284,2.165247619047619,0.4680952380952381
2014-11-17,0.7923809523809524,2.2785714285714285,2.3173809523809523,2.148247619047619,0.46619047619047616
2014-11-18,0.7871428571428571,2.2595238095238095,2.313571428571428,2.1340285714285714,0.4653571428571429
2014-11-19,0.7842857142857143,2.2385714285714284,2.310714285714286,2.1236190476190475,0.4653571428571428
2014-11-20,0.7819047619047618,2.2195238095238095,2.305476190476191,2.1109714285714287,0.4639285714285714
2014-11-21,0.7795238095238096,2.2004761904761905,2.3016666666666667,2.1006095238095237,0.46202380952380945
2014-11-24,0.7747619047619048,2.1809523809523808,2.298809523809524,2.0903714285714288,0.4601190476190477
2014-11-25,0.7676190476190476,2.1657142857142855,2.291190476190476,2.077347619047619,0.45821428571428574
2014-11-26,0.7604761904761905,2.1538095238095236,2.281904761904762,2.063252380952381,0.4544047619047619
2014-11-27,0.7542857142857142,2.1399999999999997,2.2733333333333334,2.0509095238095236,0.44869047619047614
2014-11-28,0.7461904761904762,2.125714285714286,2.2614285714285716,2.033847619047619,0.4439285714285714
2014-12-01,0.7380952380952381,2.11,2.251904761904762,2.019285714285714,0.43916666666666665
2014-12-02,0.7285714285714286,2.0957142857142856,2.2390476190476187,2.0038000000000005,0.4334523809523809
2014-12-03,0.7185714285714285,2.079047619047619,2.2304761904761903,1.987895238095238,0.42630952380952386
2014-12-04,0.7076190476190476,2.0623809523809524,2.2238095238095235,1.9766904761904762,0.4201190476190476
2014-12-05,0.6980952380952381,2.0466666666666664,2.2157142857142857,1.9667047619047617,0.4148809523809524
2014-12-08,0.69,2.0338095238095235,2.209047619047619,1.957757142857143,0.4091666666666666
2014-12-09,0.6809523809523809,2.0228571428571427,2.2071428571428573,1.950204761904762,0.40380952380952384
2014-12-10,0.6733333333333333,2.014126984126984,2.2071428571428573,1.9461285714285712,0.3985714285714285
2014-12-11,0.6658095238095237,2.0047619047619047,2.208095238095238,1.9430466666666668,0.39285714285714285
2014-12-12,0.6598095238095238,2.0,2.21,1.941187619047619,0.3880952380952381
2014-12-15,0.6526666666666666,1.9976190476190478,2.211904761904762,1.9372542857142858,0.3838095238095238
2014-12-16,0.6431428571428571,1.991428571428571,2.210952380952381,1.9340495238095239,0.379047619047619
2014-12-17,0.6336190476190476,1.985238095238095,2.2057142857142855,1.9248066666666668,0.3742063492063492
2014-12-18,0.6226666666666667,1.98,2.1988095238095235,1.9131328571428572,0.3688095238095238
2014-12-19,0.6093333333333333,1.9657142857142855,2.1926190476190475,1.901637619047619,0.3633333333333334
2014-12-22,0.5964761904761905,1.9590476190476191,2.179761904761905,1.8851995238095238,0.3580952380952381
2014-12-23,0.5836190476190476,1.9542857142857142,2.165952380952381,1.86709,0.35095238095238096
2014-12-24,0.5731428571428572,1.947142857142857,2.1535714285714285,1.853294761904762,0.34523809523809523
2014-12-25,0.565047619047619,1.936190476190476,2.1464285714285714,1.8403566666666669,0.3395238095238095
2014-12-26,0.556,1.927142857142857,2.1364285714285716,1.8248042857142859,0.3333333333333333
2014-12-29,0.5488571428571428,1.9142857142857144,2.127857142857143,1.8140185714285717,0.32726190476190475
2014-12-30,0.5417142857142858,1.9052380952380954,2.117857142857143,1.8031042857142856,0.32202380952380955
2014-12-31,0.5336190476190475,1.8919047619047618,2.107857142857143,1.7906804761904762,0.3172619047619048
2015-01-01,0.5279047619047619,1.8842857142857143,2.0902380952380955,1.779047142857143,0.31202380952380954
2015-01-02,0.5202857142857142,1.8723809523809525,2.0716666666666668,1.7631090476190476,0.30678571428571433
2015-01-05,0.5126666666666667,1.8614285714285717,2.0551190476190477,1.7470090476190476,0.29964285714285716
2015-01-06,0.5055238095238095,1.8523809523809527,2.0384523809523807,1.7323947619047617,0.29392857142857143
2015-01-07,0.5026666666666667,1.842857142857143,2.0198809523809524,1.7138804761904762,0.28964285714285715
2015-01-08,0.496,1.8263492063492066,2.002261904761905,1.695032857142857,0.28869047619047616
2015-01-09,0.48590476190476195,1.808095238095238,1.9808333333333332,1.6751195238095238,0.28535714285714286
2015-01-12,0.47761904761904767,1.789047619047619,1.9608333333333334,1.6573690476190475,0.2805952380952381
2015-01-13,0.47,1.7704761904761905,1.9422619047619047,1.6407547619047618,0.2777380952380953
2015-01-14,0.46095238095238095,1.758571428571429,1.9198809523809521,1.6243214285714287,0.2758333333333334
2015-01-15,0.4523809523809524,1.7490476190476192,1.9008333333333336,1.6081119047619048,0.2740079365079365
2015-01-16,0.44190476190476186,1.7385714285714284,1.8786904761904761,1.5889619047619048,0.2722619047619047
2015-01-19,0.4333333333333333,1.7357142857142858,1.8577380952380953,1.5725666666666664,0.2705952380952381
2015-01-20,0.4257142857142857,1.7257142857142858,1.8458333333333332,1.5636190476190475,0.2725
2015-01-21,0.4219047619047619,1.7133333333333336,1.8382142857142856,1.5608428571428572,0.2767857142857143
2015-01-22,0.41714285714285715,1.6990476190476191,1.8320238095238093,1.5582761904761904,0.2796428571428572
2015-01-23,0.41047619047619055,1.6880952380952379,1.828214285714286,1.558557142857143,0.28202380952380957
